timestamp,engine_id,rpm,oil_pressure,oil_temp,fuel_pressure,coolant_temp,vibration_level,exhaust_gas_temp,engine_load,ambient_temp,humidity,altitude,hours_since_maintenance,failure_stage
158.77520100272176,7,1289.9732784264154,56.70346698818619,98.7975485994399,44.619075418384526,79.18976918772451,1.4692857804033688,440.68655464652124,77.68172912110461,20.7087067067329,57.88570074196799,335.23102184928575,434,normal
168.32362813827865,3,1317.4455639244338,58.55343621863497,97.58585667738683,45.45632110341696,81.53664214252498,2.144140812989832,473.74717854706756,55.11145959868908,28.54405007363574,47.168781077798535,338.7980949351928,470,normal
160.11014606712203,9,1406.783147175466,49.76358115490138,93.0193602343706,43.638237506594,91.40122764564278,2.4721829715923445,465.71675259474745,79.19064963684642,37.89913934980642,60.61038948731108,323.7183594518011,218,warning
101.11658634573307,5,1556.8671937739864,58.31887766745867,85.32652130942272,49.02615951332895,86.99710575717543,2.4359947461144134,428.5938354188641,60.68004591812318,25.040051596891427,37.23979036684117,279.54375755383467,201,normal
158.91307701531588,8,1579.5485442257818,54.45264529621335,86.0333284630812,39.93904659244918,80.55863499930675,2.157233770383083,432.05180103238393,64.12328101138621,21.32076543956726,46.902841249945496,165.78263421641887,203,warning
102.11272136362336,3,1682.4090303370197,62.937097390570486,94.46143325668558,45.00119389350167,84.43844612276311,2.215818823862965,393.69095932396084,68.34491968393223,22.839772230515713,35.38918606844828,243.52901613686225,53,normal
166.7579921942522,7,1774.6062113930307,64.4575519594391,83.72398237467416,46.935271992004104,83.17918730458965,2.2925343798011992,420.13491540361406,92.41310579055687,31.09771049154128,59.320565113917745,472.08848374298464,466,warning
175.60278595347904,7,1448.2794506164876,57.17040570175458,89.56311313008699,44.06111170475453,81.36244930286725,2.2606623704683297,437.7844033398365,76.05782742819598,17.31742923883688,43.71959782565425,74.05101799788741,10,normal
135.35685735600052,8,1378.5896568173673,56.883903311003316,82.37938946332231,44.96114488073827,78.25223201377945,2.598391465466737,461.98388310994926,84.93187371624366,14.694048920713916,74.25228268311517,190.05627505627604,470,normal
161.74474171108344,10,1750.6509899935322,55.545097939104174,94.00946581300393,45.45772364688021,85.77835171713969,2.2520035177543463,435.2206489464407,98.22454059843719,27.130921200178534,43.46473633640266,137.2009548199985,75,warning
187.75184542113195,4,1597.320512556805,64.9440475130626,90.95541727929402,45.086165543910255,83.10690628527294,2.1724286070419625,473.40714820792715,81.69477367389739,30.431895599778343,48.712952571696036,264.6893745792422,258,normal
157.3460213131327,3,1360.3901011855928,63.037245711929025,87.18705167296923,42.4569333867799,80.20506515574664,2.0677400876889394,429.43472373580715,69.8888309150675,23.837734761667743,59.75387698708562,167.14719957566965,418,normal
141.17387235149678,6,1481.4513943174375,52.34576457603705,91.43869558315085,42.74995772208253,85.84886917894947,1.546023050589329,435.56061070690873,82.49567785434569,27.267023853612862,44.73129505239604,382.1476373092162,59,warning
138.6389951122327,3,1742.7761691244332,57.043993834086606,87.9303974173211,43.644715077983136,87.30773008135007,2.226078758455048,453.8092455569342,50.70039119248233,18.3238353632243,62.862098851148495,257.39392111438644,445,warning
164.8643936758156,3,1368.830216031434,54.044506960347476,81.89867565950054,39.74960481231597,86.16138247145254,2.1365988361268746,445.0333711029967,66.13148942354253,15.634683480033967,56.62524521895507,414.05132339306647,308,warning
136.82070825858972,9,1372.8558004871347,59.0936339190434,103.23128735800877,53.88085459707848,85.99616829409645,1.0851799151668624,456.8823324090225,60.84937734693658,29.04789524733835,45.99242154274859,546.5375264532756,195,warning
151.6486021875747,3,1568.774377484341,61.77764548616488,94.52166348383975,50.102507541000655,87.94143692659627,1.7839575374487515,435.262056474069,74.59593739980826,17.46690005873178,53.73229564657586,379.8932201603899,20,normal
188.74801468236808,9,1831.4553111174778,55.61452268685202,83.32008085250713,43.30194324572855,83.7601985833034,2.638106879045818,455.0776348695792,74.93301455653953,26.71223608211848,52.07391695347713,294.9716857110968,317,warning
160.55522564901617,3,1551.5480620823546,56.25282510690765,79.71492342058737,44.164191346799925,79.75888476006817,2.3718120317034614,414.9857911366059,53.39084074409527,36.882199047125404,58.85280737547984,286.7229648306748,383,normal
114.7094350709902,2,1276.81485886299,61.1772095830816,77.82010809716425,38.75132057332171,78.67317479811271,1.729120091884837,444.86538955365614,59.95026147105099,34.052404096071285,60.80839207576391,254.70251025482193,62,normal
164.94412180738914,9,1543.3855656507426,59.3763227989548,91.30355095821119,47.90205918738413,85.33811851275075,1.386208723357142,423.86776540024977,73.88957065121144,32.03989006626159,68.14546949482238,305.79361616698094,137,normal
142.9467137469766,3,1590.1573034850003,65.60209502820354,88.9264975160876,41.13992864276236,87.17003900940887,1.7893572963861493,448.7338950979396,62.29655732460095,21.79298736831259,67.55997476479824,138.04809742870464,435,normal
159.62062137177483,9,1829.0852964516787,60.22515300468249,88.93838685497693,44.942238059015345,84.20900880270614,2.367427254637125,436.4408356336017,61.50114558047278,27.099728081853222,42.466260850609984,340.4385663451475,315,warning
131.3705410072297,2,1597.7283075907071,59.360143546091436,89.97947782683327,45.748154883026814,86.60551942354566,1.5103115679498824,425.79590119771075,86.15916812163738,27.835867022207843,55.606784952715344,378.0900341593605,124,normal
148.63128533876724,5,1254.1244619195995,65.46616413920299,86.40746094064153,51.87290144147269,88.06768908017456,2.0953543794354474,476.11343486225655,71.04476768885092,30.020542881007813,51.18749857108968,439.9958948920487,399,normal
160.7951501338925,2,1573.425013675679,62.870999869533556,80.36949030393716,47.40238857793112,81.77093724649879,1.7091041818435628,438.2372401154123,78.90123819282881,30.59475255559588,41.35355616192308,338.78973175453757,193,normal
